time	vol_tube_outer	vol_tube_inner	vol_tube_total	vol_blue_inner	vol_blue_outer	vol_blue_total	vol_grey_inner	vol_grey_outer	vol_grey_total	ppr_blue_inner	ppr_blue_outer	ppr_blue_total	ppr_grey_inner	ppr_grey_outer	ppr_grey_total	average_capillary_pressure_inside	average_capillary_pressure_outside	
432.358	8063.4	8944	17007.4	5652.34	4583.25	10235.6	3291.66	3480.15	6771.81	0.63197	0.568402	0.601832	0.36803	0.431598	0.398168	0.557705	0.33441	
446.086	8063.4	8944	17007.4	5730.75	4504.84	10235.6	3213.25	3558.56	6771.81	0.640737	0.558678	0.601832	0.359263	0.441322	0.398168	0.547182	0.334468	
462.103	8063.4	8944	17007.4	5686.97	4548.62	10235.6	3257.03	3514.78	6771.81	0.635842	0.564107	0.601832	0.364158	0.435893	0.398168	0.571937	0.334531	
476.776	8063.4	8944	17007.4	5722.03	4513.56	10235.6	3221.97	3549.84	6771.81	0.639762	0.559759	0.601832	0.360238	0.440241	0.398168	0.526087	0.334118	
490.712	8063.4	8944	17007.4	5785.08	4450.51	10235.6	3158.92	3612.89	6771.81	0.646811	0.55194	0.601832	0.353189	0.44806	0.398168	0.548733	0.334822	
506.132	8063.4	8944	17007.4	5752.89	4482.7	10235.6	3191.11	3580.7	6771.81	0.643212	0.555932	0.601832	0.356788	0.444068	0.398168	0.526887	0.332917	
523.92	8063.4	8944	17007.4	5790.65	4444.93	10235.6	3153.35	3618.46	6771.81	0.647434	0.551248	0.601832	0.352566	0.448752	0.398168	0.518401	0.333912	
538.719	8063.4	8944	17007.4	5810.03	4425.56	10235.6	3133.97	3637.84	6771.81	0.649601	0.548845	0.601832	0.350399	0.451155	0.398168	0.536839	0.333579	
554.442	8063.4	8944	17007.4	5776.12	4459.46	10235.6	3167.88	3603.93	6771.81	0.64581	0.55305	0.601832	0.35419	0.44695	0.398168	0.546397	0.333471	
566.362	8063.4	8944	17007.4	5856.09	4379.5	10235.6	3087.91	3683.9	6771.81	0.654751	0.543133	0.601832	0.345249	0.456867	0.398168	0.512445	0.333399	
580.273	8063.4	8944	17007.4	5840.91	4394.68	10235.6	3103.09	3668.72	6771.81	0.653053	0.545016	0.601832	0.346947	0.454984	0.398168	0.530354	0.33363	
596.91	8063.4	8944	17007.4	5797.53	4438.06	10235.6	3146.47	3625.33	6771.81	0.648203	0.550396	0.601832	0.351797	0.449604	0.398168	0.538235	0.334549	
