time	vol_tube_outer	vol_tube_inner	vol_tube_total	vol_blue_inner	vol_blue_outer	vol_blue_total	vol_grey_inner	vol_grey_outer	vol_grey_total	ppr_blue_inner	ppr_blue_outer	ppr_blue_total	ppr_grey_inner	ppr_grey_outer	ppr_grey_total	average_capillary_pressure_inside	average_capillary_pressure_outside	
0	8063.4	8944	17007.4	952.061	8063.4	9015.46	7991.94	0	7991.94	0.106447	1	0.53009	0.893553	0	0.46991	0.523016	-nan	
11.4618	8063.4	8944	17007.4	2230.31	6785.15	9015.46	6713.69	1278.25	7991.94	0.249363	0.841476	0.53009	0.750637	0.158524	0.46991	0.457041	0.33298	
20.0503	8063.4	8944	17007.4	2690.85	6324.61	9015.46	6253.15	1738.79	7991.94	0.300855	0.78436	0.53009	0.699145	0.21564	0.46991	0.494738	0.333082	
27.7703	8063.4	8944	17007.4	2877.89	6137.57	9015.46	6066.11	1925.83	7991.94	0.321768	0.761164	0.53009	0.678232	0.238836	0.46991	0.474746	0.333163	
35.8526	8063.4	8944	17007.4	3108.08	5907.38	9015.46	5835.93	2156.01	7991.94	0.347504	0.732617	0.53009	0.652496	0.267383	0.46991	0.481566	0.332833	
44.101	8063.4	8944	17007.4	3265.18	5750.27	9015.46	5678.82	2313.12	7991.94	0.36507	0.713133	0.53009	0.63493	0.286867	0.46991	0.492401	0.333044	
52.6559	8063.4	8944	17007.4	3403.38	5612.07	9015.46	5540.62	2451.32	7991.94	0.380521	0.695994	0.53009	0.619479	0.304006	0.46991	0.493591	0.334057	
61.5302	8063.4	8944	17007.4	3568.91	5446.55	9015.46	5375.09	2616.85	7991.94	0.399028	0.675466	0.53009	0.600972	0.324534	0.46991	0.507651	0.333815	
70.3855	8063.4	8944	17007.4	3624.79	5390.67	9015.46	5319.21	2672.73	7991.94	0.405276	0.668535	0.53009	0.594724	0.331465	0.46991	0.530709	0.334021	
79.1355	8063.4	8944	17007.4	3695.3	5320.16	9015.46	5248.7	2743.24	7991.94	0.41316	0.659791	0.53009	0.58684	0.340209	0.46991	0.516249	0.334847	
87.9107	8063.4	8944	17007.4	3783.31	5232.15	9015.46	5160.69	2831.25	7991.94	0.423	0.648877	0.530091	0.577	0.351123	0.469909	0.519254	0.333469	
96.8639	8063.4	8944	17007.4	3874.03	5141.43	9015.46	5069.97	2921.97	7991.94	0.433143	0.637626	0.530091	0.566857	0.362374	0.469909	0.514755	0.333192	
105.647	8063.4	8944	17007.4	3947.24	5068.22	9015.46	4996.76	2995.18	7991.94	0.441328	0.628546	0.530091	0.558672	0.371454	0.469909	0.523217	0.333874	
114.729	8063.4	8944	17007.4	4021.22	4994.24	9015.46	4922.78	3069.16	7991.94	0.4496	0.619371	0.530091	0.5504	0.380629	0.469909	0.52881	0.333514	
123.819	8063.4	8944	17007.4	4061.07	4954.39	9015.46	4882.93	3109.01	7991.94	0.454055	0.61443	0.530091	0.545945	0.38557	0.469909	0.536374	0.335021	
132.954	8063.4	8944	17007.4	4078.31	4937.15	9015.46	4865.69	3126.24	7991.94	0.455983	0.612292	0.530091	0.544017	0.387708	0.469909	0.533423	0.333426	
142.726	8063.4	8944	17007.4	4109.95	4905.51	9015.46	4834.05	3157.89	7991.94	0.459521	0.608367	0.530091	0.540479	0.391633	0.469909	0.531895	0.334359	
