time	vol_tube_outer	vol_tube_inner	vol_tube_total	vol_blue_inner	vol_blue_outer	vol_blue_total	vol_grey_inner	vol_grey_outer	vol_grey_total	ppr_blue_inner	ppr_blue_outer	ppr_blue_total	ppr_grey_inner	ppr_grey_outer	ppr_grey_total	average_capillary_pressure_inside	average_capillary_pressure_outside	
0	8063.4	8944	17007.4	2727.23	8063.4	10790.6	6216.77	0	6216.77	0.304923	1	0.634467	0.695077	0	0.365533	0.548411	-nan	
9.70765	8063.4	8944	17007.4	2742.8	8047.83	10790.6	6201.2	15.5697	6216.77	0.306663	0.998069	0.634467	0.693337	0.00193092	0.365533	0.468088	0.33235	
17.8337	8063.4	8944	17007.4	3077.98	7712.64	10790.6	5866.02	350.756	6216.77	0.34414	0.9565	0.634467	0.65586	0.0434997	0.365533	0.476078	0.332824	
25.8001	8063.4	8944	17007.4	3471.42	7319.21	10790.6	5472.58	744.19	6216.77	0.388128	0.907708	0.634467	0.611872	0.0922924	0.365533	0.490598	0.333661	
33.9379	8063.4	8944	17007.4	3693.87	7096.76	10790.6	5250.14	966.636	6216.77	0.412999	0.880121	0.634467	0.587001	0.119879	0.365533	0.498978	0.331846	
42.5973	8063.4	8944	17007.4	3879.35	6911.27	10790.6	5064.65	1152.12	6216.77	0.433738	0.857117	0.634467	0.566262	0.142883	0.365533	0.498215	0.334061	
50.7897	8063.4	8944	17007.4	3983.97	6806.65	10790.6	4960.03	1256.74	6216.77	0.445435	0.844142	0.634467	0.554565	0.155858	0.365533	0.526992	0.332688	
59.6196	8063.4	8944	17007.4	4109.64	6680.98	10790.6	4834.36	1382.41	6216.77	0.459486	0.828557	0.634467	0.540514	0.171443	0.365533	0.498806	0.332809	
69.0106	8063.4	8944	17007.4	4267.64	6522.99	10790.6	4676.36	1540.41	6216.77	0.477151	0.808963	0.634467	0.522849	0.191037	0.365533	0.501856	0.33235	
78.7741	8063.4	8944	17007.4	4363.23	6427.4	10790.6	4580.77	1636	6216.77	0.487839	0.797108	0.634467	0.512161	0.202892	0.365533	0.530752	0.332883	
87.8691	8063.4	8944	17007.4	4485.17	6305.46	10790.6	4458.84	1757.93	6216.77	0.501472	0.781986	0.634467	0.498528	0.218014	0.365533	0.518367	0.333238	
97.2588	8063.4	8944	17007.4	4566.07	6224.55	10790.6	4377.93	1838.84	6216.77	0.510518	0.771952	0.634467	0.489482	0.228048	0.365533	0.518484	0.333567	
107.098	8063.4	8944	17007.4	4658.65	6131.97	10790.6	4285.35	1931.42	6216.77	0.520869	0.760471	0.634467	0.479131	0.239529	0.365533	0.512321	0.333316	
