time	vol_tube_outer	vol_tube_inner	vol_tube_total	vol_blue_inner	vol_blue_outer	vol_blue_total	vol_grey_inner	vol_grey_outer	vol_grey_total	ppr_blue_inner	ppr_blue_outer	ppr_blue_total	ppr_grey_inner	ppr_grey_outer	ppr_grey_total	average_capillary_pressure_inside	average_capillary_pressure_outside	
95.2326	8063.4	8944	17007.4	2773.29	4512.36	7285.65	6170.71	3551.04	9721.75	0.310073	0.55961	0.428381	0.689927	0.44039	0.571619	0.528686	0.333675	
104.463	8063.4	8944	17007.4	2914.54	4371.11	7285.65	6029.46	3692.29	9721.75	0.325865	0.542093	0.428381	0.674135	0.457907	0.571619	0.541184	0.333957	
113.728	8063.4	8944	17007.4	3001.68	4283.97	7285.65	5942.33	3779.42	9721.75	0.335608	0.531287	0.428381	0.664392	0.468713	0.571619	0.537812	0.333484	
123.155	8063.4	8944	17007.4	3074.17	4211.48	7285.65	5869.83	3851.91	9721.75	0.343713	0.522296	0.428381	0.656287	0.477704	0.571619	0.541334	0.333223	
132.177	8063.4	8944	17007.4	3160.14	4125.51	7285.65	5783.86	3937.88	9721.75	0.353325	0.511635	0.428381	0.646675	0.488365	0.571619	0.540839	0.334118	
141.038	8063.4	8944	17007.4	3212.92	4072.73	7285.65	5731.08	3990.67	9721.75	0.359227	0.505088	0.428381	0.640773	0.494912	0.571619	0.547637	0.332701	
151.212	8063.4	8944	17007.4	3233.69	4051.96	7285.65	5710.31	4011.44	9721.75	0.361549	0.502513	0.428381	0.638451	0.497487	0.571619	0.533202	0.33399	
161.369	8063.4	8944	17007.4	3270.65	4015	7285.65	5673.35	4048.4	9721.75	0.365681	0.497929	0.428381	0.634319	0.502071	0.571619	0.51295	0.33341	
170.696	8063.4	8944	17007.4	3270.22	4015.43	7285.65	5673.78	4047.96	9721.75	0.365633	0.497983	0.428381	0.634367	0.502017	0.571619	0.553442	0.334298	
180.825	8063.4	8944	17007.4	3284.23	4001.42	7285.65	5659.78	4061.97	9721.75	0.367199	0.496246	0.428381	0.632801	0.503754	0.571619	0.551762	0.333723	
191.095	8063.4	8944	17007.4	3364.02	3921.63	7285.65	5579.98	4141.77	9721.75	0.376121	0.486349	0.428381	0.623879	0.513651	0.571619	0.55686	0.333977	
200.841	8063.4	8944	17007.4	3459.97	3825.67	7285.65	5484.03	4237.72	9721.75	0.386849	0.47445	0.428381	0.613151	0.52555	0.571619	0.543471	0.334232	
210.527	8063.4	8944	17007.4	3495.21	3790.44	7285.65	5448.79	4272.95	9721.75	0.390788	0.47008	0.428381	0.609212	0.52992	0.571619	0.553293	0.333582	
220.594	8063.4	8944	17007.4	3488.44	3797.21	7285.65	5455.57	4266.18	9721.75	0.390031	0.47092	0.428381	0.609969	0.52908	0.571619	0.526362	0.333503	
229.951	8063.4	8944	17007.4	3547.11	3738.54	7285.65	5396.89	4324.85	9721.75	0.396591	0.463644	0.428381	0.603409	0.536356	0.571619	0.554309	0.332738	
239.239	8063.4	8944	17007.4	3574.79	3710.86	7285.65	5369.21	4352.54	9721.75	0.399686	0.46021	0.428381	0.600314	0.53979	0.571619	0.562	0.334538	
248.914	8063.4	8944	17007.4	3609.76	3675.89	7285.65	5334.24	4387.51	9721.75	0.403596	0.455873	0.428381	0.596404	0.544127	0.571619	0.555902	0.333343	
259.214	8063.4	8944	17007.4	3698.79	3586.86	7285.65	5245.21	4476.54	9721.75	0.41355	0.444832	0.428381	0.58645	0.555168	0.571619	0.583308	0.332925	
269.054	8063.4	8944	17007.4	3778.76	3506.89	7285.65	5165.24	4556.51	9721.75	0.422491	0.434914	0.428381	0.577509	0.565086	0.571619	0.542405	0.334155	
278.973	8063.4	8944	17007.4	3797.65	3488	7285.65	5146.35	4575.4	9721.75	0.424603	0.432572	0.428381	0.575397	0.567428	0.571619	0.550713	0.3336	
288.582	8063.4	8944	17007.4	3826.28	3459.37	7285.65	5117.72	4604.02	9721.75	0.427804	0.429022	0.428381	0.572196	0.570978	0.571619	0.531902	0.333872	
298.142	8063.4	8944	17007.4	3791.68	3493.97	7285.65	5152.32	4569.43	9721.75	0.423936	0.433313	0.428381	0.576064	0.566687	0.571619	0.569646	0.333576	
308.374	8063.4	8944	17007.4	3852.51	3433.14	7285.65	5091.49	4630.25	9721.75	0.430737	0.425769	0.428381	0.569263	0.574231	0.571619	0.539614	0.333297	
318.466	8063.4	8944	17007.4	3925.6	3360.05	7285.65	5018.4	4703.34	9721.75	0.438909	0.416704	0.428381	0.561091	0.583296	0.571619	0.562065	0.334077	
328.831	8063.4	8944	17007.4	3897.67	3387.98	7285.65	5046.33	4675.41	9721.75	0.435786	0.420168	0.428381	0.564214	0.579832	0.571619	0.517745	0.333491	
339.116	8063.4	8944	17007.4	3908.73	3376.92	7285.65	5035.28	4686.47	9721.75	0.437022	0.418797	0.428381	0.562978	0.581203	0.571619	0.55809	0.333414	
349.16	8063.4	8944	17007.4	3864.37	3421.28	7285.65	5079.63	4642.11	9721.75	0.432062	0.424298	0.428381	0.567938	0.575702	0.571619	0.536128	0.332483	
358.435	8063.4	8944	17007.4	3867.93	3417.72	7285.65	5076.07	4645.67	9721.75	0.432461	0.423856	0.428381	0.567539	0.576144	0.571619	0.564658	0.33466	
369.159	8063.4	8944	17007.4	3998.16	3287.49	7285.65	4945.84	4775.91	9721.75	0.447021	0.407705	0.428381	0.552979	0.592295	0.571619	0.575043	0.333265	
379.45	8063.4	8944	17007.4	4026.09	3259.56	7285.65	4917.91	4803.84	9721.75	0.450144	0.404241	0.428381	0.549856	0.595759	0.571619	0.528191	0.334532	
388.978	8063.4	8944	17007.4	4038.86	3246.79	7285.65	4905.14	4816.61	9721.75	0.451572	0.402658	0.428381	0.548428	0.597342	0.571619	0.565365	0.332613	
397.899	8063.4	8944	17007.4	4009.27	3276.38	7285.65	4934.73	4787.01	9721.75	0.448263	0.406328	0.428381	0.551737	0.593672	0.571619	0.544218	0.334186	
407.186	8063.4	8944	17007.4	4031.66	3253.99	7285.65	4912.34	4809.41	9721.75	0.450767	0.40355	0.428381	0.549233	0.59645	0.571619	0.537987	0.334131	
416.953	8063.4	8944	17007.4	4028.77	3256.88	7285.65	4915.23	4806.52	9721.75	0.450444	0.403909	0.428381	0.549556	0.596091	0.571619	0.547641	0.333917	
427.199	8063.4	8944	17007.4	4026.41	3259.24	7285.65	4917.59	4804.15	9721.75	0.45018	0.404202	0.428381	0.54982	0.595798	0.571619	0.538522	0.332855	
438.009	8063.4	8944	17007.4	4033.06	3252.59	7285.65	4910.94	4810.81	9721.75	0.450923	0.403377	0.428381	0.549077	0.596623	0.571619	0.533611	0.333191	
448.438	8063.4	8944	17007.4	4027.03	3258.62	7285.65	4916.97	4804.77	9721.75	0.450249	0.404125	0.428381	0.549751	0.595875	0.571619	0.522314	0.33372	
459.511	8063.4	8944	17007.4	4140.61	3145.04	7285.65	4803.39	4918.35	9721.75	0.462948	0.390039	0.428381	0.537052	0.609961	0.571619	0.544657	0.332749	
469.959	8063.4	8944	17007.4	4139.76	3145.89	7285.65	4804.24	4917.5	9721.75	0.462853	0.390145	0.428381	0.537147	0.609855	0.571619	0.54621	0.333312	
480.734	8063.4	8944	17007.4	4141.11	3144.54	7285.65	4802.9	4918.85	9721.75	0.463004	0.389978	0.428381	0.536996	0.610022	0.571619	0.566168	0.334795	
