time	vol_tube_outer	vol_tube_inner	vol_tube_total	vol_blue_inner	vol_blue_outer	vol_blue_total	vol_grey_inner	vol_grey_outer	vol_grey_total	ppr_blue_inner	ppr_blue_outer	ppr_blue_total	ppr_grey_inner	ppr_grey_outer	ppr_grey_total	average_capillary_pressure_inside	average_capillary_pressure_outside	
0	8063.4	8944	17007.4	3244.73	8063.4	11308.1	5699.27	0	5699.27	0.362783	1	0.664895	0.637217	0	0.335105	0.548411	-nan	
9.0586	8063.4	8944	17007.4	3249.9	8058.23	11308.1	5694.1	5.16615	5699.27	0.36336	0.999359	0.664895	0.63664	0.000640692	0.335105	0.484675	-nan	
16.4555	8063.4	8944	17007.4	3303.77	8004.36	11308.1	5640.23	59.0391	5699.27	0.369384	0.992678	0.664895	0.630616	0.00732186	0.335105	0.468007	0.332167	
24.0531	8063.4	8944	17007.4	3507.66	7800.46	11308.1	5436.34	262.931	5699.27	0.39218	0.967392	0.664895	0.60782	0.032608	0.335105	0.474841	0.335675	
32.0802	8063.4	8944	17007.4	3733.5	7574.63	11308.1	5210.5	488.767	5699.27	0.41743	0.939385	0.664895	0.58257	0.0606155	0.335105	0.477238	0.332852	
41.0244	8063.4	8944	17007.4	3935.64	7372.49	11308.1	5008.36	690.905	5699.27	0.440031	0.914316	0.664895	0.559969	0.0856841	0.335105	0.501675	0.33235	
50.5711	8063.4	8944	17007.4	4087.64	7220.49	11308.1	4856.36	842.911	5699.27	0.457026	0.895465	0.664895	0.542974	0.104535	0.335105	0.523505	0.332432	
59.2843	8063.4	8944	17007.4	4234.36	7073.76	11308.1	4709.64	989.632	5699.27	0.473431	0.877269	0.664895	0.526569	0.122731	0.335105	0.518372	0.334313	
68.5977	8063.4	8944	17007.4	4348.92	6959.2	11308.1	4595.08	1104.19	5699.27	0.486239	0.863061	0.664895	0.513761	0.136939	0.335105	0.512267	0.333577	
78.495	8063.4	8944	17007.4	4452.52	6855.61	11308.1	4491.48	1207.79	5699.27	0.497822	0.850214	0.664895	0.502178	0.149786	0.335105	0.508978	0.332978	
88.1951	8063.4	8944	17007.4	4586.47	6721.66	11308.1	4357.53	1341.74	5699.27	0.512798	0.833602	0.664895	0.487202	0.166398	0.335105	0.534648	0.33366	
97.496	8063.4	8944	17007.4	4686.67	6621.46	11308.1	4257.33	1441.94	5699.27	0.524002	0.821175	0.664895	0.475998	0.178825	0.335105	0.502759	0.333472	
106.618	8063.4	8944	17007.4	4765.61	6542.52	11308.1	4178.39	1520.88	5699.27	0.532828	0.811385	0.664895	0.467172	0.188615	0.335105	0.487019	0.332897	
116.912	8063.4	8944	17007.4	4882.7	6425.43	11308.1	4061.3	1637.97	5699.27	0.545919	0.796864	0.664895	0.454081	0.203136	0.335105	0.496499	0.332846	
126.798	8063.4	8944	17007.4	4976.46	6331.68	11308.1	3967.55	1731.72	5699.27	0.556401	0.785237	0.664895	0.443599	0.214763	0.335105	0.526941	0.333918	
136.589	8063.4	8944	17007.4	5042.03	6266.1	11308.1	3901.97	1797.29	5699.27	0.563733	0.777105	0.664895	0.436267	0.222895	0.335105	0.543734	0.332963	
147.189	8063.4	8944	17007.4	5135.8	6172.33	11308.1	3808.2	1891.07	5699.27	0.574217	0.765475	0.664895	0.425783	0.234525	0.335105	0.537603	0.334189	
157.232	8063.4	8944	17007.4	5205.96	6102.18	11308.1	3738.05	1961.22	5699.27	0.582061	0.756775	0.664895	0.417939	0.243225	0.335105	0.524506	0.334423	
167.333	8063.4	8944	17007.4	5279.56	6028.57	11308.1	3664.44	2034.83	5699.27	0.590291	0.747646	0.664895	0.409709	0.252354	0.335105	0.48968	0.334437	
177.87	8063.4	8944	17007.4	5326.1	5982.03	11308.1	3617.9	2081.36	5699.26	0.595494	0.741875	0.664895	0.404506	0.258125	0.335105	0.514402	0.333527	
188.087	8063.4	8944	17007.4	5356.03	5952.1	11308.1	3587.97	2111.29	5699.26	0.59884	0.738163	0.664895	0.40116	0.261837	0.335105	0.500064	0.334012	
200.01	8063.4	8944	17007.4	5427.66	5880.47	11308.1	3516.34	2182.93	5699.26	0.60685	0.729279	0.664895	0.39315	0.270721	0.335105	0.507076	0.333683	
212.397	8063.4	8944	17007.4	5486.09	5822.04	11308.1	3457.91	2241.36	5699.26	0.613382	0.722033	0.664895	0.386618	0.277967	0.335105	0.487463	0.333796	
222.536	8063.4	8944	17007.4	5536.71	5771.42	11308.1	3407.29	2291.97	5699.26	0.619042	0.715756	0.664895	0.380958	0.284244	0.335105	0.516447	0.334802	
234.023	8063.4	8944	17007.4	5588.25	5719.89	11308.1	3355.76	2343.51	5699.26	0.624804	0.709365	0.664895	0.375196	0.290635	0.335105	0.510009	0.33245	
249.638	8063.4	8944	17007.4	5634.69	5673.44	11308.1	3309.31	2389.95	5699.26	0.629997	0.703605	0.664895	0.370003	0.296395	0.335105	0.527201	0.333636	
265.385	8063.4	8944	17007.4	5726.51	5581.62	11308.1	3217.49	2481.77	5699.26	0.640263	0.692218	0.664895	0.359737	0.307782	0.335105	0.503725	0.334059	
280.005	8063.4	8944	17007.4	5772.64	5535.5	11308.1	3171.37	2527.9	5699.26	0.64542	0.686497	0.664895	0.35458	0.313503	0.335105	0.505684	0.334219	
295.186	8063.4	8944	17007.4	5837.38	5470.75	11308.1	3106.62	2592.64	5699.26	0.652659	0.678467	0.664895	0.347341	0.321533	0.335105	0.514125	0.333463	
309.581	8063.4	8944	17007.4	5872.6	5435.53	11308.1	3071.4	2627.86	5699.26	0.656597	0.6741	0.664895	0.343403	0.3259	0.335105	0.503434	0.333383	
327.353	8063.4	8944	17007.4	5937.7	5370.43	11308.1	3006.3	2692.96	5699.26	0.663875	0.666026	0.664895	0.336125	0.333974	0.335105	0.516059	0.333746	
345.615	8063.4	8944	17007.4	5956.17	5351.97	11308.1	2987.83	2711.43	5699.26	0.66594	0.663736	0.664895	0.33406	0.336264	0.335105	0.514097	0.334253	
362.448	8063.4	8944	17007.4	6012.94	5295.19	11308.1	2931.06	2768.2	5699.26	0.672288	0.656695	0.664895	0.327712	0.343305	0.335105	0.504392	0.334944	
380.428	8063.4	8944	17007.4	6032.09	5276.05	11308.1	2911.91	2787.35	5699.26	0.674429	0.654321	0.664895	0.325571	0.345679	0.335105	0.534536	0.333697	
397.883	8063.4	8944	17007.4	6069.74	5238.4	11308.1	2874.26	2825	5699.26	0.678638	0.649652	0.664895	0.321362	0.350348	0.335105	0.541725	0.333525	
412.657	8063.4	8944	17007.4	6098.63	5209.51	11308.1	2845.38	2853.89	5699.26	0.681868	0.646069	0.664895	0.318132	0.353931	0.335105	0.525439	0.333615	
430.165	8063.4	8944	17007.4	6073.18	5234.96	11308.1	2870.82	2828.44	5699.26	0.679022	0.649225	0.664895	0.320978	0.350775	0.335105	0.517225	0.333199	
447.281	8063.4	8944	17007.4	6130.52	5177.62	11308.1	2813.48	2885.78	5699.26	0.685434	0.642114	0.664895	0.314566	0.357886	0.335105	0.52509	0.333548	
467.301	8063.4	8944	17007.4	6185.05	5123.09	11308.1	2758.95	2940.31	5699.26	0.69153	0.635351	0.664895	0.30847	0.364649	0.335105	0.541377	0.333653	
487.446	8063.4	8944	17007.4	6222.76	5085.37	11308.1	2721.24	2978.03	5699.26	0.695747	0.630674	0.664895	0.304253	0.369326	0.335105	0.52086	0.333727	
505.199	8063.4	8944	17007.4	6238.74	5069.4	11308.1	2705.27	2994	5699.26	0.697533	0.628693	0.664895	0.302467	0.371307	0.335105	0.519432	0.332888	
524.935	8063.4	8944	17007.4	6280.83	5027.31	11308.1	2663.17	3036.09	5699.26	0.702239	0.623473	0.664895	0.297761	0.376527	0.335105	0.540286	0.334748	
543.096	8063.4	8944	17007.4	6332.21	4975.92	11308.1	2611.79	3087.47	5699.26	0.707984	0.6171	0.664895	0.292016	0.3829	0.335105	0.531622	0.334486	
